BOB SETILE 83757,PTMP SU,KOOLESE KOLOBOI PW 74294,10.45.5.217,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000687,001567eaf693,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOGO BLOCK 9 VLAN 175,,,
BOFINET_PW73502,PTMP SU,KOTI_KEOLEBILE-PW71143,10.45.5.222,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000629,001567eaf824,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,TSHOLAMOSESE,,,
seth_Akwesie-PW75181,PTMP SU,seth_Akwesie-PW75181,10.45.5.205,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A018C2,001567e8cf21,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Nkoyaphiri vlan 45,-24.60549,26.86067,
Reno_Investment-PW72465,PTMP SU,Reno_Investment-PW72465,10.45.5.210,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00805,001567658c01,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,Nkoyaphiri vlan 213 p 72465,-23.73944,26.3607,
30485  SFR 3,PTMP SU,30485  SFR 3,10.45.10.226,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100F0001E,00156756a614,6,3.5.50_b3556_Sep 18 2014, 10 Mbps,SFR 3 (VLAN 1474),51.76058,0.97009,
AON BOTSWANA,PTMP SU,AON BOTSWANA,10.45.10.227,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01313,001567e02e43,6,4.2.47_b0001_May 17 2016, 10 Mbps,THEBEPHATSHWA D1874,52.2346,0.66546,
ELECTROMETEC KARLING,PTMP SU,ELECTROMETEC KARLING,10.45.10.229,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000445,001567ea904e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,THEBEPHATSHWA,-24.12376,26.32281,
Stanbic Bank 23173,PTMP SU,STANBIC BANK  23173,10.45.10.230,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0080D,00156784907f,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,THEBEPHATSHWA,-24.23572,26.32909,
Botswana post PW22630,PTMP SU,Botswana Post PW22630,10.45.10.231,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0184E,001567029e77,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,Thebephatshwa,52.3201,0.55124,
BARCLAYS ATM,PTMP SU,BARCLAYS ATM,10.45.10.233,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A017AF,001567029961,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,THEBEPHATSWA  PW 16690,52.38848,0.42602,
SFR HQ PW 30340,PTMP SU,SFR HQ PW 30340,10.45.10.235,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00050,00156756a63f,6,3.5.50_b3556_Sep 18 2014, 10 Mbps,SFR HQ (VLAN 1475),51.62116,1.00042,
BOFINET-Karabo PW 81542,PTMP SU,BOFINET-Karabo PW 81542,10.45.11.3,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00FDA,001567dfb1b4,6,4.6.00_b4610_May 25 2016, 10 Mbps,Kopong 1,52.00135,0.86324,
Itumeleng Ramocha72127,PTMP SU,Itumeleng Ramocha72127,10.45.11.4,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00D95,00156767029b,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,Kopong vlan 209,52.26068,0.63409,
Motlhatlosi Phatsima pw 72211,PTMP SU,Thokozani Majoro,10.45.11.5,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00B68,00156765c0e6,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,Kopong,51.62116,1.00042,
Thuso Mpoto PW 77447,PTMP SU,Thuso Mpoto PW 77447,10.45.11.8,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A019F3,001567e8f598,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Kopong HBS 1,52.06664,0.81962,
NAVISHA INVESTMENT 72734,PTMP SU,NAVISHA INVESTMENT 72734,10.45.11.11,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AA0,001567e93094,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,KOPONG,51.93284,0.90161,
Molefi Sepako - 83270,PTMP SU,Molefi Sepako - 83270,10.45.11.13,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00A9B,00156765c42c,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,Kopong vlan108,52.43442,0.30536,
BOFINET DIMBU PW 72336,PTMP SU,BOFINET DIMBU PW 72336,10.45.11.15,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0158F,001567800e56,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,Kopong vlan 75,,,
RUNG INVESTMENT PTY PW72996,PTMP SU,RUNG INVESTMENT PTY PW72996,10.45.11.17,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000837,001567eb111d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,KOPONG VLAN 10,51.78787,0.96166,
KOPONG CJSS,PTMP SU,Lesego Ntsima PW 093033,10.45.11.18,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100F0003E,00156765c098,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,kopong vlan 120,51.7123,0.98297,
Wilson Ketjebile pw 71517,PTMP SU,Wilson Ketjebile pw 71517,10.45.11.2,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00C50,00156766c440,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,Kopong-vlan-48,52.34488,0.5106,
Goabaone Kgopo pw 70760,PTMP SU,Goabaone Kgopo pw 70760,10.45.11.47,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009BD,001567e5c1d9,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,kopong VLAN325 p 70760,52.47652,0.07884,
Louwkie Eyman pw 71017,PTMP SU,RAPHA SHAMMAH INVESTMENT 87306,10.45.11.49,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000273,001567695b7c,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,KOPONG,-24.47331,26.89383,
Bernie Motshwane PW 71455,PTMP SU,Bernie Motshwane PW 71455,10.45.11.36,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00B4D,001567e5bc2b,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,HBS 2 Vlan 104,-24.4079,26.89169,
BOFINET- Tanyala PW 72732,PTMP SU,BOFINET- Tanyala PW 72732,10.45.11.37,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00269,001567e4cc4d,5,4.9.35_b0012_Mar  1 2018, 10 Mbps,Kopong HBS 2,-24.15187,26.84076,
S0JWE POST OFFICE,PTMP SU,SOJWE POST OFFICE PW : 11350,10.45.11.100,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00BC7,001567657ad7,6,4.9.70_b0015_May  2 2019, 10 Mbps,HBS 1 (192.168.232.130),,,
SOJWE CLINIC PW30008,PTMP SU,SOJWE CLINIC PW30008,10.45.11.101,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000633,001567eaf81e,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,SOJWE,52.18596,0.71771,
Macheng JSS,PTMP SU,Macheng JSS,10.45.11.98,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0017A,0015674bee9c,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,Sojwe 2mbps,51.86153,0.93448,
Sojwe RR,PTMP SU,Sojwe RR,10.45.11.99,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000F5,0015674be619,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,Sojwe,52.47885,0.0106,
SOJWE POLICE,PTMP SU,SOJWE POLICE,10.45.11.130,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A003DB,001567e436ee,9,4.2.40_b4258_Jan 27 2016, 10 Mbps,SOJWE,,,
MYSC MOSHUPA,PTMP SU,MYSC MOSHUPA,10.45.12.37,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00511,00156764e2d9,9,4.9.17_b0007_Aug 23 2017, 10 Mbps,MOSHUPA VLAN 2280,-24.26648,26.13563,
MOSHUPA SDA CLINIC,PTMP SU,MOSHUPA SDA CLINIC,10.45.12.38,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,,001567000040,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,MOSHUPA,51.70137,0.98553,
BATHOEN II CJSS,PTMP SU,BATHOEN II CJSS,10.45.12.107,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A00146,0015674bee93,6,3.5.70_b3574_Jan  8 2015, 25 Mbps,24 57.197S 025 18.437E,,,
Kanye-DBES,PTMP SU,Kanye-DBES,10.45.12.108,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0008A,0015674be62e,6,3.5.70_b3574_Jan  8 2015, 25 Mbps,24 57.159S 025 18.070E,51.70137,0.98553,
DEPT OF TEACHER TRAINNING,PTMP SU,DEPT OF TEACHER TRAINNING,10.45.12.111,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0021E,00156765c40f,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,KANYE VLAN 431,,,
BC & LM (PTY) LTD,PTMP SU,BC & LM (PTY) LTD,10.45.12.113,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00CAF,00156766cacd,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,KANYE VLAN 425,,,
KANYE LIBRARY,PTMP SU,KANYE LIBRARY,10.45.12.173,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00437,001567e52471,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,KANYE,-24.53081,26.23762,
SEEPAPITSO SECONDARY SCHOOL,PTMP SU,SEEPAPITSO SECONDARY SKUL,10.45.12.164,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A013B0,00156760f8b1,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,KANYE VLAN 520,-24.71427,26.30667,
MCST(BUILDING & TRANSPORT,PTMP SU,MCST(BUILDING & TRANSPORT,10.45.12.166,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00443,001567e5233f,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,KANYE,-24.90769,26.33861,
NGWAKETSE CJSS,PTMP SU,NGWAKETSE CJSS,10.45.12.168,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200300142,001567ebc476,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,KANYE PW 19503,-24.41752,26.17222,
KANYE SDA COLLEGE OF NURSING,PTMP SU,KANYE SDA COLLEGE OF NURSING,10.45.12.171,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0018C,00156765882d,6,4.2.40_b4258_Jan 27 2016, 25 Mbps,KANYE  vlan d 1746,-24.65165,26.28768,
Polokwe HSU,PTMP SU,Polokwe HSU,10.45.12.207,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P08090I200A0029F,001567e43076,9,4.1.60_b4172_Jul 26 2015, 25 Mbps,Polokwe BTC,51.80355,0.95642,
MATHIBA CJSS,PTMP SU,MATHIBA CJSS,10.45.12.210,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00EA5,001567df9e3a,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,KANYE,,,
BARCLAYS BANK MOSHUPA,PTMP SU,BARCLAYS BANK MOSHUPA,10.45.12.4,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A013B1,001567e0f780,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,MOSHUPA D1272,,,
DIT-HEBRON CLINIC13778,PTMP SU,DIT-HEBRON CLINIC,10.45.13.101,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014C5,001567e1aca9,6,4.9.70_b0015_May  2 2019, 10 Mbps,HEBRON PW:13778,,,
Iphutheng CJSS,PTMP SU,Iphutheng CJSS,10.45.13.98,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000B9,0015674be603,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,Hebron,52.47885,0.0106,
DIT PHITSHANE MOLOPO CLINIC,PTMP SU,DIT PHITSHANE MOLOPO CLINIC,10.45.13.130,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AEE,001567e933a4,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PHITSHANE MOLOPO 12752,52.34488,0.5106,
MOLOPO RIVER CJSS,PTMP SU,MOLOPO RIVER CJSS,10.45.13.131,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A004BD,00156764ec9e,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,PHITSHANE MOLOPO 2198,51.47885,1.0106,
BOTSWANA DEFENCE FORCE,PTMP SU,BOTSWANA DEFENCE FORCE PW 7341,10.45.13.228,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000288,001567ea9029,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,PITSANE Vlan 201,-25.29883,26.58285,
Abbari .VLAN 1445,PTMP SU,Abbari .VLAN 1445,10.45.14.11,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000161,001567e952e6,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Ramatlama.PW 13788,51.86153,0.93448,
DAHP Training Ramatlabama,PTMP SU,DAHP Training Ramatlabama,10.45.14.3,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00054,001567d682c2,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,Ramatlabama,52.28787,0.59839,
DIT-RAMATLABAMA CLINIC,PTMP SU,DIT-RAMATLABAMA CLINIC,10.45.14.34,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0008F,0015674bc001,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,RAMATLABAMA-PW 13036,-25.63385,25.53852,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
TASNEEM ARBI  p 74672,PTMP SU,TASNEEM ARBI  p 74672,10.45.14.146,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0090C,001567e9e12d,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,LOBATSE-v 3374  PW-74672,51.72754,0.97918,
GAONYADIWE NYERE,PTMP SU,GAONYADIWE NYERE,10.45.14.147,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0139A,001567e0f724,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,LOBATSE Plantation vlan 3372,52.05553,0.82757,
ADMIN OF JUSTICE(CHIEF JUSTICE,PTMP SU,ADMIN OF JUSTICE(CHIEF JUSTICE,10.45.14.130,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01977,001567e8f581,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,LOBATSE-PW-21573,51.70947,0.98364,
KATHRYN BEZUIDENHOUT 70671,PTMP SU,KATHRYN BEZUIDENHOUT 70671,10.45.14.138,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A006C0,001567655798,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,LOBATSE VLAN 3405 pw 70671,51.87725,0.92781,
Lobatse-High_Court,PTMP SU,Lobatse-High_Court,10.45.14.142,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A000BD,0015674be61a,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,Lobatse-High_Court,51.70137,0.98553,
Tribal Headquarters,PTMP SU,Tribal Headquarters,10.45.14.175,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00415,001567e51fdc,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,LOBATSE,52.40273,0.39328,
THE CELLULAR SHOP pw 70088,PTMP SU,THE CELLULAR SHOP pw70121,10.45.14.180,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00005,001567e52439,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,Lobatse Vlan 3418,-25.0432,26.64881,
BDF ADMIN CENTER,PTMP SU,BDF ADMIN CENTER,10.45.14.163,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100225,001567ebc258,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,LOBATSE VLAN 3411,-25.22776,25.66763,
RIAZ MOHAMMED MOIDEEN,PTMP SU,PRESTIGE DENTAL CLINIC  3413,10.45.14.164,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A007A1,001567658d38,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,LOBATSE,-25.0432,26.64881,
WATER UTILITIES REVENUE,PTMP SU,WATER UTILITIES REVENUE,10.45.14.167,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00593,001567e4e80e,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,LOBATSE vlan 1465,51.59081,1.00431,
LOBATSE BMC -VET,PTMP SU,LOBATSE BMC -VET,10.45.14.172,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00074,001567d682c9,6,3.5.50_b3556_Sep 18 2014, 10 Mbps,LOBATSE BMC,52.47256,0.12256,
Jamil  Lambe pw 72657,PTMP SU,Jamil  Lambe pw 72657,10.45.15.44,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014C0,00156760fc04,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Ramotswa Vlan 605,51.72754,0.97918,
BURS RAMOTSWA,PTMP SU,BURS RAMOTSWA,10.45.15.49,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00531,0015675eadef,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,RAMOTSWA vlan 1426,52.42991,0.31962,
BARCLAYS ATM CHOPPIES,PTMP SU,BARCLAYS ATM CHOPPIES,10.45.15.51,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00C6C,00156766c8df,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,RAMOTSWA D1420,51.53923,1.00878,
Social and community,PTMP SU,Social and community,10.45.15.38,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A003D3,001567e47c04,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,Ramotswa,52.1283,0.77101,
RAMOTSWA ENGLISH MEDIUM,PTMP SU,RAMOTSWA ENGLISH MEDIUM,10.45.15.89,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014A6,001567e10b93,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TAUNG PW-13192,52.04217,0.83684,
Sylvester Lekone 73500,PTMP SU,Jethro D Mokote/pw70249,10.45.15.68,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000614,001567eaf7f4,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,vlan 992 RAMOTSWA,,,
WATER UTILITIES REVENUE,PTMP SU,WATER UTILITIES REVENUE,10.45.15.70,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,,001567000040,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,RAMOTSWA vlan 1465,51.9606,0.88691,
Ramotswa-RAC,PTMP SU,Ramotswa-RAC,10.45.15.74,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A00114,00156748f401,6,4.1.60_b4172_Jul 26 2015, 25 Mbps,Ramotswa-RAC,51.47885,1.0106,
Regional Education,PTMP SU,Regional Education,10.45.15.77,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A001BB,001567e4cb65,5,4.9.35_b0012_Mar  1 2018, 10 Mbps,Ramotswa,52.06664,0.81962,
LAWRENCE MARETELE p 70390,PTMP SU,LAWRENCE MARETELE p 70390,10.45.15.79,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00224,001567e4cb44,5,4.9.35_b0012_Mar  1 2018, 10 Mbps,TAUNG vlan 995 p 70390,52.20782,0.69515,
BUILDERS MART RAMOTSWA IOB,PTMP SU,BUILDERS MART RAMOTSWA IOB,10.45.15.83,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01565,001567800f22,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,BOATLE,51.84419,0.94147,
tos-Motlhalosi  Tlotleng-72530,PTMP SU,Motlhalosi  Tlotleng-72530,10.45.15.86,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01905,001567e8ef80,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Ramotswa,51.47885,1.0106,
Mahalapye Prison_Vlan 2416,PTMP SU,Mahalapye Prison_Vlan 2416,10.45.15.142,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A006A3,001567e54501,6,4.1.60_b4174_Nov 10 2015, 10 Mbps,23 06.994S 026 51.372E,52.1382,0.76244,
Mah Pison College,PTMP SU,Mah Pison College,10.45.15.143,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P08090I200A002A3,001567e4306e,9,4.1.60_b4174_Nov 10 2015, 25 Mbps,23 06.99S 026 51.372E,52.2722,0.61936,
UB-Mah Hospital_PW30281,PTMP SU,UB-Mah Hospital_PW30281,10.45.15.175,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A004AF,001567e4d264,9,4.1.60_b4174_Nov 10 2015, 10 Mbps,23 06.567S 026 49.119E,51.88055,0.92637,
Botswana Railways Control,PTMP SU,Botswana Railways Control,10.45.15.163,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A003A9,001567e02e4f,6,4.2.47_b0001_May 17 2016, 25 Mbps,MAHALAPYE PW 20106,51.80355,0.95642,
MAHALAPYE HOSPITAL__PW19339,PTMP SU,MAHALAPYE HOSPITAL__PW19339,10.45.15.165,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B90,001567e935c2,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAHALAPYE__VLAN2527,-22.92067,27.80952,
WATER UTILITIES CORP-PW20238,PTMP SU,WATER UTILITIES CORP-PW20238,10.45.15.167,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000165,001567e92a5d,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,MAHALAPYE,-22.73307,27.75262,
Barclays Branch-MIMO,PTMP SU,Barclays Branch-MIMO,10.45.15.194,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00496,00156763391c,6,4.9.15_b0007_Jun 11 2017, 25 Mbps,MAHALAPYE,-22.72414,27.77921,
BHC,PTMP SU,BHC,10.45.15.195,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000163,001567e9324f,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,MAHALAPYE,,,
SHOPRITE MAHALAPYE 22967,PTMP SU,SHOPRITE MAHALAPYE 22967,10.45.15.196,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B1A,001567e93242,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAHALAPYE VLAN1001,-23.10683,27.85535,
STANBIC ATM,PTMP SU,STANBIC ATM,10.45.15.197,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014E6,00156760fc4a,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,MAHALAPYE WATERSHED,-22.9763,27.84678,
WOOLWORTHS vlan 1901,PTMP SU,WOOLWORTHS vlan 1901,10.45.15.199,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00EBD,0015676758d5,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,Mahalapye D1901 PW12253,-22.79786,27.80648,
BARCLAYS BRANCH-PW 22943,PTMP SU,BARCLAYS BRANCH-PW 22943,10.45.15.201,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0069F,001567841979,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,MAHALAPYE-VLAN-1477,-23.1068,27.85537,
Mahalapye-BTC Shop,PTMP SU,Mahalapye-BTC Shop,10.45.15.202,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A00513,00156764e9dc,9,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAHALAPYE,-22.84801,27.82126,
Bojanala Trade Links,PTMP SU,Bojanala Trade Links,10.45.15.204,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000316,001567e952c5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MAHALAPYE,,,
KADIMO CLINIC,PTMP SU,KADIMO CLINIC,10.45.15.236,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A0001A,001567569e3d,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,SEROWE,51.47885,1.0106,
OTENG MAPHANE  72950,PTMP SU,SECURITY SYSTEMS,10.45.15.227,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01166,001567dff251,6,4.2.47_b0001_May 17 2016, 10 Mbps,SEROWE,-22.29462,27.70392,
ERNEST MODISE,PTMP SU,ERNEST MODISE,10.45.15.229,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01731,001567029b63,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,SEROWE VLAN 2982,,,
CIPA SEROWE,PTMP SU,CIPA SEROWE,10.45.15.230,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00A16,00156765c0f0,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,SEROWE,52.26068,0.63409,
SEROWE sub landboard,PTMP SU,SEROWE sub landboard,10.45.15.231,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P04660I100A00149,001567d6aa15,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,SEROWE,51.70137,0.98553,
MANNATHOKO CJSS,PTMP SU,MANNATHOKO CJSS,10.45.15.232,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009A5,001567e5c1d4,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,SEROWE,52.37982,0.44448,
